"","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt"
"165",-0.0369714779370377,0.423574618554983,0.479277315933519,-0.348096577509681,0.231253383255776,0.19906238831159,-0.329545730347581,-0.0630382843294316,-0.217374141037383,-0.423638050047126,-0.18290625990963,0.308350211271052,-0.39199302572872,0.321219084008875,0.473441677658794,-0.409803994378286,0.127303486013404,0.354218399692532,-0.528916005432989
"166",-0.0541681278720414,0.361773533564161,0.439264191100627,-0.429987020351596,0.134055330416789,0.118950833480022,-0.370915835527924,-0.0896902455306365,-0.200306379060842,-0.421024354780242,-0.176308086987974,0.293170386460763,-0.368418501637159,0.398601867770721,0.473147419859322,-0.362150016460588,0.167953065985524,0.336030532193348,-0.525652095656777
"167",-0.0611594253903178,0.31548849324288,0.403791875808748,-0.522159438295334,0.029321251016912,0.0501137495401144,-0.412286661691484,-0.10143009942675,-0.160080392855563,-0.417089224594599,-0.177111685008748,0.260259859388286,-0.362376038791542,0.456263826098228,0.482393700350331,-0.334725397066637,0.187653781201919,0.303521559521747,-0.52030761793481
"168",-0.0803004631026148,0.251396048521133,0.353356225728152,-0.575550893955379,-0.0672852909964269,0.00959145642159831,-0.449875803808411,-0.12289429580775,-0.12577088526359,-0.414765956006307,-0.180976266457497,0.245477216597437,-0.359403065418803,0.507585689653973,0.492119470622971,-0.286189227241012,0.201670971725375,0.279387761117768,-0.507145193977952
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
