x,y,layer,cuts
-109.125,36.625,-0.333741396665573,"(-2,0]"
-108.875,36.625,-0.310222983360291,"(-2,0]"
-108.625,36.625,-0.411219984292984,"(-2,0]"
-108.375,36.625,-0.595421314239502,"(-2,0]"
-108.125,36.625,-0.64666098356247,"(-2,0]"
-107.875,36.625,-0.645832180976868,"(-2,0]"
-107.625,36.625,-0.67881041765213,"(-2,0]"
-107.375,36.625,-0.724607408046722,"(-2,0]"
-107.125,36.625,-1.13614165782928,"(-2,0]"
-106.875,36.625,-1.71019506454468,"(-2,0]"
-106.625,36.625,-1.94884133338928,"(-2,0]"
-106.375,36.625,-2.0394389629364,"(-4,-2]"
-106.125,36.625,-1.94299411773682,"(-2,0]"
-105.875,36.625,-1.90954375267029,"(-2,0]"
-105.625,36.625,-2.11816835403442,"(-4,-2]"
-105.375,36.625,-2.16178369522095,"(-4,-2]"
-105.125,36.625,-2.16895294189453,"(-4,-2]"
-104.875,36.625,-2.14617419242859,"(-4,-2]"
-104.625,36.625,-2.03259181976318,"(-4,-2]"
-104.375,36.625,-1.98430788516998,"(-2,0]"
-104.125,36.625,-2.03976178169251,"(-4,-2]"
-103.875,36.625,-2.50956416130066,"(-4,-2]"
-103.625,36.625,-2.68959045410156,"(-4,-2]"
-103.375,36.625,-2.69255447387695,"(-4,-2]"
-103.125,36.625,-2.71635556221008,"(-4,-2]"
-102.875,36.625,-2.81118535995483,"(-4,-2]"
-102.625,36.625,-2.78225135803223,"(-4,-2]"
-102.375,36.625,-2.79632759094238,"(-4,-2]"
-102.125,36.625,-2.82101130485535,"(-4,-2]"
-101.875,36.625,-2.70345759391785,"(-4,-2]"
-101.625,36.625,-2.61490869522095,"(-4,-2]"
-101.375,36.625,-2.6134819984436,"(-4,-2]"
-101.125,36.625,-2.64347338676453,"(-4,-2]"
-100.875,36.625,-2.65799880027771,"(-4,-2]"
-100.625,36.625,-2.62692141532898,"(-4,-2]"
-100.375,36.625,-2.58790516853333,"(-4,-2]"
-100.125,36.625,-2.53183221817017,"(-4,-2]"
-99.875,36.625,-2.18014478683472,"(-4,-2]"
-99.625,36.625,-1.95453798770905,"(-2,0]"
-99.375,36.625,-1.81919765472412,"(-2,0]"
-99.125,36.625,-1.74569296836853,"(-2,0]"
-98.875,36.625,-1.73836493492126,"(-2,0]"
-98.625,36.625,-1.56568968296051,"(-2,0]"
-98.375,36.625,-1.14778876304626,"(-2,0]"
-98.125,36.625,-0.83618551492691,"(-2,0]"
-97.875,36.625,-0.566277801990509,"(-2,0]"
-97.625,36.625,-0.478230774402618,"(-2,0]"
-97.375,36.625,-0.47232124209404,"(-2,0]"
-97.125,36.625,-0.221398517489433,"(-2,0]"
2.375,36.625,-1.77982175350189,"(-2,0]"
2.875,36.625,-2.24227571487427,"(-4,-2]"
3.125,36.625,-2.9557933807373,"(-4,-2]"
3.375,36.625,-3.50056552886963,"(-4,-2]"
3.625,36.625,-4.32785749435425,"(-6,-4]"
3.875,36.625,-4.20823097229004,"(-6,-4]"
4.125,36.625,-5.19427490234375,"(-6,-4]"
4.375,36.625,-4.82821941375732,"(-6,-4]"
4.625,36.625,-4.60039520263672,"(-6,-4]"
4.875,36.625,-4.56670808792114,"(-6,-4]"
5.125,36.625,-4.2116641998291,"(-6,-4]"
5.375,36.625,-4.95724630355835,"(-6,-4]"
5.625,36.625,-4.53237056732178,"(-6,-4]"
5.875,36.625,-4.34426784515381,"(-6,-4]"
6.125,36.625,-3.71659374237061,"(-4,-2]"
6.375,36.625,-4.07250690460205,"(-6,-4]"
6.625,36.625,-4.33096790313721,"(-6,-4]"
6.875,36.625,-4.5025520324707,"(-6,-4]"
7.125,36.625,-4.53613662719727,"(-6,-4]"
7.375,36.625,-4.53664207458496,"(-6,-4]"
7.625,36.625,-5.04937744140625,"(-6,-4]"
7.875,36.625,-5.40954351425171,"(-6,-4]"
8.125,36.625,-4.97575902938843,"(-6,-4]"
8.375,36.625,-4.63582611083984,"(-6,-4]"
8.625,36.625,-4.98872518539429,"(-6,-4]"
8.875,36.625,-3.96962380409241,"(-4,-2]"
9.125,36.625,-4.09147787094116,"(-6,-4]"
9.375,36.625,-3.8064558506012,"(-4,-2]"
9.625,36.625,-3.33005833625793,"(-4,-2]"
9.875,36.625,-2.69818615913391,"(-4,-2]"
10.125,36.625,-1.8930401802063,"(-2,0]"
10.375,36.625,-1.63781523704529,"(-2,0]"
10.625,36.625,-1.60993242263794,"(-2,0]"
10.875,36.625,-1.06920742988586,"(-2,0]"
28.125,36.625,-1.05058419704437,"(-2,0]"
29.125,36.625,-0.708252906799316,"(-2,0]"
29.375,36.625,-0.795148313045502,"(-2,0]"
29.625,36.625,-0.847163319587708,"(-2,0]"
29.875,36.625,-1.09540808200836,"(-2,0]"
30.125,36.625,-1.20370709896088,"(-2,0]"
30.375,36.625,-1.22530829906464,"(-2,0]"
31.875,36.625,-1.29499137401581,"(-2,0]"
32.125,36.625,-1.45814335346222,"(-2,0]"
32.375,36.625,-1.53083086013794,"(-2,0]"
32.625,36.625,-1.56019961833954,"(-2,0]"
32.875,36.625,-1.65025007724762,"(-2,0]"
33.125,36.625,-1.50683856010437,"(-2,0]"
33.375,36.625,-1.64928543567657,"(-2,0]"
33.625,36.625,-1.99987506866455,"(-2,0]"
33.875,36.625,-2.09787702560425,"(-4,-2]"
34.125,36.625,-2.08808827400208,"(-4,-2]"
35.375,36.625,-5.16203546524048,"(-6,-4]"
35.625,36.625,-5.11216068267822,"(-6,-4]"
36.375,36.625,-5.47888088226318,"(-6,-4]"
36.625,36.625,-5.59128570556641,"(-6,-4]"
36.875,36.625,-5.91836786270142,"(-6,-4]"
37.125,36.625,-6.21037006378174,"(-8,-6]"
37.375,36.625,-6.19385242462158,"(-8,-6]"
37.625,36.625,-6.10026550292969,"(-8,-6]"
37.875,36.625,-6.09442281723023,"(-8,-6]"
38.125,36.625,-6.12301254272461,"(-8,-6]"
38.375,36.625,-5.8319091796875,"(-6,-4]"
38.625,36.625,-5.72698068618774,"(-6,-4]"
38.875,36.625,-5.35722589492798,"(-6,-4]"
39.125,36.625,-5.39725494384766,"(-6,-4]"
39.375,36.625,-5.25392818450928,"(-6,-4]"
39.625,36.625,-5.48343992233276,"(-6,-4]"
39.875,36.625,-5.38843870162964,"(-6,-4]"
40.125,36.625,-5.3630518913269,"(-6,-4]"
40.375,36.625,-5.31397294998169,"(-6,-4]"
40.625,36.625,-5.30116844177246,"(-6,-4]"
40.875,36.625,-5.32441186904907,"(-6,-4]"
41.125,36.625,-4.69886112213135,"(-6,-4]"
41.375,36.625,-4.46803665161133,"(-6,-4]"
41.625,36.625,-4.46555709838867,"(-6,-4]"
41.875,36.625,-4.45688247680664,"(-6,-4]"
42.125,36.625,-4.46365690231323,"(-6,-4]"
42.375,36.625,-4.37435340881348,"(-6,-4]"
42.625,36.625,-3.96222877502441,"(-4,-2]"
42.875,36.625,-3.92492842674255,"(-4,-2]"
43.125,36.625,-3.96269249916077,"(-4,-2]"
43.375,36.625,-3.94986319541931,"(-4,-2]"
43.625,36.625,-4.17579793930054,"(-6,-4]"
43.875,36.625,-4.38258361816406,"(-6,-4]"
44.125,36.625,-4.20034074783325,"(-6,-4]"
44.375,36.625,-4.18255567550659,"(-6,-4]"
44.625,36.625,-4.19121503829956,"(-6,-4]"
44.875,36.625,-4.31455278396606,"(-6,-4]"
45.125,36.625,-4.4235053062439,"(-6,-4]"
45.375,36.625,-4.57759284973145,"(-6,-4]"
45.625,36.625,-4.5799994468689,"(-6,-4]"
45.875,36.625,-4.58473062515259,"(-6,-4]"
46.125,36.625,-4.59166812896729,"(-6,-4]"
46.375,36.625,-5.12448072433472,"(-6,-4]"
46.625,36.625,-6.40137529373169,"(-8,-6]"
46.875,36.625,-7.80579614639282,"(-8,-6]"
47.125,36.625,-7.78354835510254,"(-8,-6]"
47.375,36.625,-8.52198791503906,"(-10,-8]"
47.625,36.625,-9.90997695922852,"(-10,-8]"
47.875,36.625,-10.9042901992798,"(-12,-10]"
48.125,36.625,-10.9036903381348,"(-12,-10]"
48.375,36.625,-11.0471839904785,"(-12,-10]"
48.625,36.625,-11.1124038696289,"(-12,-10]"
48.875,36.625,-12.234787940979,"(-14,-12]"
49.125,36.625,-13.8632154464722,"(-14,-12]"
49.375,36.625,-14.6511116027832,"(-16,-14]"
49.625,36.625,-14.5564708709717,"(-16,-14]"
49.875,36.625,-13.5812435150147,"(-14,-12]"
50.125,36.625,-10.7120943069458,"(-12,-10]"
50.375,36.625,-9.86534690856934,"(-10,-8]"
50.625,36.625,-9.85423755645752,"(-10,-8]"
50.875,36.625,-10.1527891159058,"(-12,-10]"
51.125,36.625,-10.168158531189,"(-12,-10]"
51.375,36.625,-9.34919929504395,"(-10,-8]"
51.625,36.625,-8.03153896331787,"(-10,-8]"
52.375,36.625,-7.71913623809815,"(-8,-6]"
52.625,36.625,-7.41066312789917,"(-8,-6]"
52.875,36.625,-7.22270345687866,"(-8,-6]"
53.125,36.625,-7.19848155975342,"(-8,-6]"
53.375,36.625,-7.20324659347534,"(-8,-6]"
53.625,36.625,-7.21476030349731,"(-8,-6]"
53.875,36.625,-7.41573715209961,"(-8,-6]"
54.125,36.625,-8.45410537719727,"(-10,-8]"
54.375,36.625,-8.97863483428955,"(-10,-8]"
54.625,36.625,-8.96233654022217,"(-10,-8]"
54.875,36.625,-9.33993434906006,"(-10,-8]"
55.125,36.625,-9.42652320861816,"(-10,-8]"
55.375,36.625,-10.2321062088013,"(-12,-10]"
55.625,36.625,-10.2317523956299,"(-12,-10]"
55.875,36.625,-10.1914854049683,"(-12,-10]"
56.125,36.625,-10.1877174377441,"(-12,-10]"
56.375,36.625,-10.6855096817017,"(-12,-10]"
56.625,36.625,-11.6139345169067,"(-12,-10]"
56.875,36.625,-11.6920967102051,"(-12,-10]"
57.125,36.625,-10.6235256195068,"(-12,-10]"
57.375,36.625,-10.9291486740112,"(-12,-10]"
57.625,36.625,-12.4424123764038,"(-14,-12]"
57.875,36.625,-12.2834730148315,"(-14,-12]"
58.125,36.625,-12.3482847213745,"(-14,-12]"
58.375,36.625,-12.5768632888794,"(-14,-12]"
58.625,36.625,-12.9048957824707,"(-14,-12]"
58.875,36.625,-12.6949920654297,"(-14,-12]"
59.125,36.625,-12.8012838363647,"(-14,-12]"
59.375,36.625,-12.9644870758057,"(-14,-12]"
59.625,36.625,-13.3219499588013,"(-14,-12]"
59.875,36.625,-13.1563768386841,"(-14,-12]"
60.125,36.625,-13.3216190338135,"(-14,-12]"
60.375,36.625,-13.1745986938477,"(-14,-12]"
60.625,36.625,-13.1652631759644,"(-14,-12]"
60.875,36.625,-13.8312568664551,"(-14,-12]"
61.125,36.625,-14.2250957489014,"(-16,-14]"
61.375,36.625,-14.2300577163696,"(-16,-14]"
61.625,36.625,-14.2704010009766,"(-16,-14]"
61.875,36.625,-13.5108823776245,"(-14,-12]"
62.125,36.625,-11.4311246871948,"(-12,-10]"
62.375,36.625,-10.7303113937378,"(-12,-10]"
62.625,36.625,-10.7859411239624,"(-12,-10]"
62.875,36.625,-10.7129049301147,"(-12,-10]"
63.125,36.625,-10.3921813964844,"(-12,-10]"
63.375,36.625,-10.2551259994507,"(-12,-10]"
63.625,36.625,-10.260440826416,"(-12,-10]"
63.875,36.625,-9.56472873687744,"(-10,-8]"
64.125,36.625,-7.58016157150269,"(-8,-6]"
64.375,36.625,-7.12101268768311,"(-8,-6]"
64.625,36.625,-7.02893686294556,"(-8,-6]"
64.875,36.625,-6.75701189041138,"(-8,-6]"
65.125,36.625,-6.26209259033203,"(-8,-6]"
65.375,36.625,-5.9101619720459,"(-6,-4]"
65.625,36.625,-5.70551586151123,"(-6,-4]"
65.875,36.625,-5.19921922683716,"(-6,-4]"
66.125,36.625,-4.51948499679565,"(-6,-4]"
66.375,36.625,-4.26692199707031,"(-6,-4]"
66.625,36.625,-4.22178983688355,"(-6,-4]"
66.875,36.625,-4.19209241867065,"(-6,-4]"
67.125,36.625,-4.1312575340271,"(-6,-4]"
67.375,36.625,-3.98899269104004,"(-4,-2]"
67.625,36.625,-3.92804050445557,"(-4,-2]"
67.875,36.625,-3.56520891189575,"(-4,-2]"
68.125,36.625,-3.34133529663086,"(-4,-2]"
68.375,36.625,-3.1312882900238,"(-4,-2]"
68.625,36.625,-3.05464029312134,"(-4,-2]"
68.875,36.625,-2.96477890014648,"(-4,-2]"
69.125,36.625,-2.98342490196228,"(-4,-2]"
69.375,36.625,-2.66339063644409,"(-4,-2]"
69.625,36.625,-2.32750129699707,"(-4,-2]"
69.875,36.625,-2.25452518463135,"(-4,-2]"
70.125,36.625,-2.25060653686523,"(-4,-2]"
70.375,36.625,-2.23027086257935,"(-4,-2]"
70.625,36.625,-2.11795449256897,"(-4,-2]"
70.875,36.625,-2.06533813476563,"(-4,-2]"
71.125,36.625,-2.08111929893494,"(-4,-2]"
71.375,36.625,-2.02535104751587,"(-4,-2]"
71.625,36.625,-1.96969079971313,"(-2,0]"
71.875,36.625,-1.94652140140533,"(-2,0]"
72.125,36.625,-1.94828259944916,"(-2,0]"
72.375,36.625,-1.95067262649536,"(-2,0]"
72.625,36.625,-1.92227017879486,"(-2,0]"
72.875,36.625,-1.7333003282547,"(-2,0]"
73.125,36.625,-1.44767951965332,"(-2,0]"
73.375,36.625,-1.28431570529938,"(-2,0]"
73.625,36.625,-1.34720742702484,"(-2,0]"
73.875,36.625,-1.28728938102722,"(-2,0]"
74.125,36.625,-1.23310971260071,"(-2,0]"
74.375,36.625,-1.2015106678009,"(-2,0]"
74.625,36.625,-1.16506612300873,"(-2,0]"
74.875,36.625,-1.13833606243134,"(-2,0]"
75.125,36.625,-1.1330486536026,"(-2,0]"
75.375,36.625,-1.10066747665405,"(-2,0]"
75.625,36.625,-1.15276062488556,"(-2,0]"
75.875,36.625,-1.04842519760132,"(-2,0]"
76.125,36.625,-0.83618700504303,"(-2,0]"
76.375,36.625,-0.710421323776245,"(-2,0]"
76.625,36.625,-0.759492874145508,"(-2,0]"
76.875,36.625,-0.684135317802429,"(-2,0]"
77.125,36.625,-0.553843975067139,"(-2,0]"
77.375,36.625,-0.385816156864166,"(-2,0]"
77.625,36.625,-0.282629609107971,"(-2,0]"
99.875,36.625,-0.225440621376038,"(-2,0]"
100.125,36.625,-0.688391029834747,"(-2,0]"
100.375,36.625,-0.882561266422272,"(-2,0]"
100.625,36.625,-0.824306547641754,"(-2,0]"
100.875,36.625,-1.2340794801712,"(-2,0]"
101.125,36.625,-2.04905414581299,"(-4,-2]"
101.375,36.625,-2.61164522171021,"(-4,-2]"
101.625,36.625,-2.57541680335999,"(-4,-2]"
101.875,36.625,-2.62618541717529,"(-4,-2]"
102.125,36.625,-2.65961933135986,"(-4,-2]"
102.375,36.625,-2.91356945037842,"(-4,-2]"
102.625,36.625,-2.97574472427368,"(-4,-2]"
102.875,36.625,-3.10489439964294,"(-4,-2]"
103.125,36.625,-3.68319010734558,"(-4,-2]"
103.375,36.625,-3.65339851379395,"(-4,-2]"
103.625,36.625,-3.71629285812378,"(-4,-2]"
103.875,36.625,-4.56001377105713,"(-6,-4]"
104.125,36.625,-5.29064035415649,"(-6,-4]"
104.375,36.625,-6.08278656005859,"(-8,-6]"
104.625,36.625,-6.33454322814941,"(-8,-6]"
104.875,36.625,-5.89822435379028,"(-6,-4]"
105.125,36.625,-5.83091926574707,"(-6,-4]"
105.375,36.625,-5.26849365234375,"(-6,-4]"
105.625,36.625,-5.10309267044067,"(-6,-4]"
105.875,36.625,-5.0700306892395,"(-6,-4]"
106.125,36.625,-4.88585233688355,"(-6,-4]"
106.375,36.625,-4.7154278755188,"(-6,-4]"
106.625,36.625,-4.33737468719482,"(-6,-4]"
106.875,36.625,-4.51908731460571,"(-6,-4]"
107.125,36.625,-5.16625690460205,"(-6,-4]"
107.375,36.625,-5.29055976867676,"(-6,-4]"
107.625,36.625,-5.12332057952881,"(-6,-4]"
107.875,36.625,-5.09167337417603,"(-6,-4]"
108.125,36.625,-5.08814764022827,"(-6,-4]"
108.375,36.625,-5.29843425750732,"(-6,-4]"
108.625,36.625,-5.56075477600098,"(-6,-4]"
108.875,36.625,-5.67814540863037,"(-6,-4]"
109.125,36.625,-5.68304347991943,"(-6,-4]"
109.375,36.625,-6.22334051132202,"(-8,-6]"
109.625,36.625,-6.78482246398926,"(-8,-6]"
109.875,36.625,-7.20451211929321,"(-8,-6]"
110.125,36.625,-7.23288345336914,"(-8,-6]"
110.375,36.625,-7.59170007705689,"(-8,-6]"
110.625,36.625,-7.49413967132568,"(-8,-6]"
110.875,36.625,-7.21624612808228,"(-8,-6]"
111.125,36.625,-7.2144021987915,"(-8,-6]"
111.375,36.625,-7.01917409896851,"(-8,-6]"
111.625,36.625,-6.9895396232605,"(-8,-6]"
111.875,36.625,-6.76339149475098,"(-8,-6]"
112.125,36.625,-7.52568960189819,"(-8,-6]"
112.375,36.625,-8.02158737182617,"(-10,-8]"
112.625,36.625,-8.80578994750977,"(-10,-8]"
112.875,36.625,-10.0073919296265,"(-12,-10]"
113.125,36.625,-9.9991569519043,"(-10,-8]"
113.375,36.625,-10.0017061233521,"(-12,-10]"
113.625,36.625,-10.2012948989868,"(-12,-10]"
113.875,36.625,-10.0588226318359,"(-12,-10]"
114.125,36.625,-9.58451366424561,"(-10,-8]"
114.375,36.625,-10.0353755950928,"(-12,-10]"
114.625,36.625,-9.40855979919434,"(-10,-8]"
114.875,36.625,-9.1932315826416,"(-10,-8]"
115.125,36.625,-8.61135005950928,"(-10,-8]"
115.375,36.625,-7.25844192504883,"(-8,-6]"
115.625,36.625,-7.27943563461304,"(-8,-6]"
115.875,36.625,-6.97980213165283,"(-8,-6]"
116.125,36.625,-6.24111032485962,"(-8,-6]"
116.375,36.625,-5.89709758758545,"(-6,-4]"
116.625,36.625,-5.96804237365723,"(-6,-4]"
116.875,36.625,-5.66699743270874,"(-6,-4]"
117.125,36.625,-4.8670597076416,"(-6,-4]"
117.375,36.625,-4.45707035064697,"(-6,-4]"
117.625,36.625,-4.40562629699707,"(-6,-4]"
117.875,36.625,-4.20894765853882,"(-6,-4]"
118.125,36.625,-3.79721021652222,"(-4,-2]"
118.375,36.625,-3.78708958625793,"(-4,-2]"
118.625,36.625,-3.81614971160889,"(-4,-2]"
118.875,36.625,-3.7115797996521,"(-4,-2]"
119.125,36.625,-3.66048264503479,"(-4,-2]"
119.375,36.625,-3.59669160842896,"(-4,-2]"
119.625,36.625,-3.63442802429199,"(-4,-2]"
119.875,36.625,-3.5795841217041,"(-4,-2]"
120.125,36.625,-3.20928597450256,"(-4,-2]"
120.375,36.625,-2.88196802139282,"(-4,-2]"
120.625,36.625,-2.71430420875549,"(-4,-2]"
126.625,36.625,-0.748063802719116,"(-2,0]"
126.875,36.625,-1.44060373306274,"(-2,0]"
127.125,36.625,-1.75290882587433,"(-2,0]"
127.375,36.625,-2.08985662460327,"(-4,-2]"
127.625,36.625,-2.38634753227234,"(-4,-2]"
127.875,36.625,-2.51622128486633,"(-4,-2]"
128.125,36.625,-2.67453241348267,"(-4,-2]"
128.375,36.625,-2.46728515625,"(-4,-2]"
128.625,36.625,-2.46468639373779,"(-4,-2]"
128.875,36.625,-2.22516274452209,"(-4,-2]"
129.125,36.625,-2.00962901115417,"(-4,-2]"
129.375,36.625,-1.98077535629272,"(-2,0]"
136.625,36.625,-0.222769930958748,"(-2,0]"
-121.875,36.375,-3.65073847770691,"(-4,-2]"
-121.625,36.375,-3.71627497673035,"(-4,-2]"
-121.375,36.375,-3.52136826515198,"(-4,-2]"
-121.125,36.375,-3.46796631813049,"(-4,-2]"
-120.875,36.375,-4.06745910644531,"(-6,-4]"
-120.625,36.375,-4.36075258255005,"(-6,-4]"
-120.375,36.375,-4.3803539276123,"(-6,-4]"
-120.125,36.375,-4.59804821014404,"(-6,-4]"
-119.875,36.375,-4.73321151733398,"(-6,-4]"
-119.625,36.375,-4.49353170394897,"(-6,-4]"
-119.375,36.375,-4.52730083465576,"(-6,-4]"
-119.125,36.375,-4.63285493850708,"(-6,-4]"
-118.875,36.375,-4.66500759124756,"(-6,-4]"
-118.625,36.375,-4.7655086517334,"(-6,-4]"
-118.375,36.375,-4.78387403488159,"(-6,-4]"
-118.125,36.375,-4.86247873306274,"(-6,-4]"
-117.875,36.375,-5.07225227355957,"(-6,-4]"
-117.625,36.375,-4.73503398895264,"(-6,-4]"
-117.375,36.375,-4.73557281494141,"(-6,-4]"
-117.125,36.375,-4.68341064453125,"(-6,-4]"
-116.875,36.375,-4.61429357528687,"(-6,-4]"
-116.625,36.375,-4.4712963104248,"(-6,-4]"
-116.375,36.375,-4.45738363265991,"(-6,-4]"
-116.125,36.375,-4.5980372428894,"(-6,-4]"
-115.875,36.375,-4.71419811248779,"(-6,-4]"
-115.625,36.375,-4.45039701461792,"(-6,-4]"
-115.375,36.375,-4.44278144836426,"(-6,-4]"
-115.125,36.375,-4.25048208236694,"(-6,-4]"
-114.875,36.375,-3.90146827697754,"(-4,-2]"
-114.625,36.375,-3.57861185073853,"(-4,-2]"
-114.375,36.375,-3.4331521987915,"(-4,-2]"
-114.125,36.375,-3.63978981971741,"(-4,-2]"
-113.875,36.375,-3.52812933921814,"(-4,-2]"
-113.625,36.375,-3.27004218101501,"(-4,-2]"
-113.375,36.375,-3.20441079139709,"(-4,-2]"
-113.125,36.375,-3.05679202079773,"(-4,-2]"
-112.875,36.375,-2.63522505760193,"(-4,-2]"
-112.625,36.375,-2.27145075798035,"(-4,-2]"
-112.375,36.375,-2.10013961791992,"(-4,-2]"
-112.125,36.375,-1.90477073192596,"(-2,0]"
-111.875,36.375,-1.71015512943268,"(-2,0]"
-111.625,36.375,-1.31869840621948,"(-2,0]"
-111.375,36.375,-0.692511796951294,"(-2,0]"
-111.125,36.375,-0.348132908344269,"(-2,0]"
-110.875,36.375,-0.315103709697723,"(-2,0]"
-110.625,36.375,-0.316887766122818,"(-2,0]"
-110.375,36.375,-0.469033151865006,"(-2,0]"
-110.125,36.375,-0.562937200069428,"(-2,0]"
-109.875,36.375,-0.555173099040985,"(-2,0]"
-109.625,36.375,-0.556014657020569,"(-2,0]"
-109.375,36.375,-0.525246441364288,"(-2,0]"
-109.125,36.375,-0.532612919807434,"(-2,0]"
-108.875,36.375,-0.518594801425934,"(-2,0]"
-108.625,36.375,-0.828017950057983,"(-2,0]"
-108.375,36.375,-1.43183183670044,"(-2,0]"
-108.125,36.375,-1.71800899505615,"(-2,0]"
-107.875,36.375,-1.68414175510407,"(-2,0]"
-107.625,36.375,-1.69724857807159,"(-2,0]"
-107.375,36.375,-1.63959121704102,"(-2,0]"
-107.125,36.375,-1.73636770248413,"(-2,0]"
-106.875,36.375,-1.87166154384613,"(-2,0]"
-106.625,36.375,-1.91249525547028,"(-2,0]"
-106.375,36.375,-1.91698455810547,"(-2,0]"
-106.125,36.375,-1.87892913818359,"(-2,0]"
-105.875,36.375,-1.92221331596375,"(-2,0]"
-105.625,36.375,-2.13407731056213,"(-4,-2]"
-105.375,36.375,-2.52800750732422,"(-4,-2]"
-105.125,36.375,-2.47686386108398,"(-4,-2]"
-104.875,36.375,-2.48380565643311,"(-4,-2]"
-104.625,36.375,-2.3361029624939,"(-4,-2]"
-104.375,36.375,-2.43202495574951,"(-4,-2]"
-104.125,36.375,-2.52179384231567,"(-4,-2]"
-103.875,36.375,-2.62460923194885,"(-4,-2]"
-103.625,36.375,-2.70216250419617,"(-4,-2]"
-103.375,36.375,-2.70349025726318,"(-4,-2]"
-103.125,36.375,-2.84406685829163,"(-4,-2]"
-102.875,36.375,-3.06187129020691,"(-4,-2]"
-102.625,36.375,-3.04613733291626,"(-4,-2]"
-102.375,36.375,-3.08677959442139,"(-4,-2]"
-102.125,36.375,-3.03139781951904,"(-4,-2]"
-101.875,36.375,-3.01056098937988,"(-4,-2]"
-101.625,36.375,-2.99993252754211,"(-4,-2]"
-101.375,36.375,-2.99621653556824,"(-4,-2]"
-101.125,36.375,-2.94636416435242,"(-4,-2]"
-100.875,36.375,-2.70169544219971,"(-4,-2]"
-100.625,36.375,-2.59586977958679,"(-4,-2]"
-100.375,36.375,-2.59263157844543,"(-4,-2]"
-100.125,36.375,-2.59383845329285,"(-4,-2]"
-99.875,36.375,-2.38688898086548,"(-4,-2]"
-99.625,36.375,-2.08984780311584,"(-4,-2]"
-99.375,36.375,-1.79285228252411,"(-2,0]"
-99.125,36.375,-1.60378158092499,"(-2,0]"
-98.875,36.375,-1.59836947917938,"(-2,0]"
-98.625,36.375,-1.52612435817719,"(-2,0]"
-98.375,36.375,-1.42794275283813,"(-2,0]"
-98.125,36.375,-1.14147412776947,"(-2,0]"
-97.875,36.375,-0.720681488513947,"(-2,0]"
-97.625,36.375,-0.466660529375076,"(-2,0]"
-97.375,36.375,-0.462089329957962,"(-2,0]"
-97.125,36.375,-0.318005591630936,"(-2,0]"
0.875,36.375,-2.07218384742737,"(-4,-2]"
1.125,36.375,-1.91459250450134,"(-2,0]"
1.375,36.375,-2.26369500160217,"(-4,-2]"
1.625,36.375,-2.41044187545776,"(-4,-2]"
1.875,36.375,-2.37933683395386,"(-4,-2]"
2.125,36.375,-2.30882525444031,"(-4,-2]"
2.375,36.375,-2.20300459861755,"(-4,-2]"
2.625,36.375,-2.35031747817993,"(-4,-2]"
2.875,36.375,-2.75794076919556,"(-4,-2]"
3.125,36.375,-3.59182190895081,"(-4,-2]"
3.375,36.375,-4.22484922409058,"(-6,-4]"
3.625,36.375,-4.86886787414551,"(-6,-4]"
3.875,36.375,-6.02732992172241,"(-8,-6]"
4.125,36.375,-6.77522468566895,"(-8,-6]"
4.375,36.375,-7.44409561157227,"(-8,-6]"
4.625,36.375,-8.34328079223633,"(-10,-8]"
4.875,36.375,-6.34954214096069,"(-8,-6]"
5.125,36.375,-6.94222402572632,"(-8,-6]"
5.375,36.375,-6.8184118270874,"(-8,-6]"
5.625,36.375,-6.01085090637207,"(-8,-6]"
5.875,36.375,-5.33145999908447,"(-6,-4]"
6.125,36.375,-6.71587085723877,"(-8,-6]"
6.375,36.375,-5.72056150436401,"(-6,-4]"
6.625,36.375,-5.79007005691528,"(-6,-4]"
6.875,36.375,-5.93864011764526,"(-6,-4]"
7.125,36.375,-5.98595428466797,"(-6,-4]"
7.375,36.375,-6.22806787490845,"(-8,-6]"
7.625,36.375,-6.48550128936768,"(-8,-6]"
7.875,36.375,-6.37220191955566,"(-8,-6]"
8.125,36.375,-6.11419248580933,"(-8,-6]"
8.375,36.375,-6.61693954467773,"(-8,-6]"
8.625,36.375,-6.24396657943726,"(-8,-6]"
8.875,36.375,-5.11628913879395,"(-6,-4]"
9.125,36.375,-5.38569593429565,"(-6,-4]"
9.375,36.375,-4.8562650680542,"(-6,-4]"
9.625,36.375,-4.05731773376465,"(-6,-4]"
9.875,36.375,-3.00868034362793,"(-4,-2]"
10.125,36.375,-2.14795684814453,"(-4,-2]"
10.375,36.375,-1.71552395820618,"(-2,0]"
28.125,36.375,-2.19339394569397,"(-4,-2]"
29.375,36.375,-0.69995903968811,"(-2,0]"
29.625,36.375,-0.901121556758881,"(-2,0]"
29.875,36.375,-1.05921030044556,"(-2,0]"
30.125,36.375,-1.03895854949951,"(-2,0]"
30.375,36.375,-1.1006053686142,"(-2,0]"
32.375,36.375,-3.21399474143982,"(-4,-2]"
32.625,36.375,-3.60695457458496,"(-4,-2]"
32.875,36.375,-3.95384907722473,"(-4,-2]"
33.125,36.375,-3.65480804443359,"(-4,-2]"
33.375,36.375,-2.99781346321106,"(-4,-2]"
33.625,36.375,-2.20468425750732,"(-4,-2]"
33.875,36.375,-2.09221601486206,"(-4,-2]"
35.875,36.375,-6.39615869522095,"(-8,-6]"
36.125,36.375,-6.22116804122925,"(-8,-6]"
