era5_test,proj_testin
-0.0122602963405473,0.00129042483881291
-0.081685039065536,0.0228231351458014
-0.0968277408922801,0.0300699961192463
-0.122985662529568,0.0222582477319552
-0.11437193142113,-0.0023694384449325
-0.0999152584735918,-0.0153896287381102
-0.110915046756113,-0.00880350265908932
-0.107668458497223,-0.0064679216295584
-0.102309660106632,-0.0080690056141336
-0.104899109436312,-0.021673359802554
-0.0868864195891406,-0.0551292237311712
-0.057278593082846,-0.0723886442899279
-0.0135546720882452,-0.0817368416306667
0.0452430015971663,-0.0987841540648981
0.0692581758213159,-0.0770514310222377
0.138457554304511,-0.0282787202250379
0.186421882481431,0.00688081456583142
0.182198329885178,0.0230642373109198
0.182269661106829,0.032676908126871
0.165161192718964,0.0839069651235525
0.142880885075004,0.148603502238426
0.124999961886941,0.182177178026693
0.0800371477536289,0.206134925538357
0.0233784990803172,0.218094839582679
-0.0275554473215262,0.224888525301353
-0.0648885369593858,0.228308890546832
-0.0830505180992331,0.255936751191183
-0.161734418571006,0.23957971226712
-0.243833420372842,0.204722164806385
-0.280224623156694,0.2337876510577
-0.294929738261085,0.226025530509739
-0.284033286980512,0.150495999177264
-0.274843253513993,0.06492133669472
-0.292863720078893,0.0205849560299645
-0.293675582872079,-0.000539428321850714
-0.292028217488488,-0.00563670360794393
-0.292675991624683,-0.0400457979986412
-0.307733069176406,-0.101169741634118
-0.340391431942293,-0.167725133851137
-0.351976788824434,-0.191424035288007
-0.363496590478505,-0.193587219958655
-0.373003564906935,-0.235976173482065
-0.373012054205272,-0.258069894118222
-0.36191987998875,-0.264139425865386
-0.347048861225404,-0.26656799014599
-0.305878227030488,-0.284406145954745
-0.27850241749225,-0.31678396136479
-0.307930546514007,-0.36355849091752
-0.378302015487238,-0.358553462529043
-0.443240755582289,-0.31659174596729
-0.502762652482208,-0.324090344743678
-0.512666657976476,-0.317468618500798
-0.460651463312143,-0.274618192950473
-0.433636526998743,-0.223282547586571
-0.435434364025176,-0.190430037265022
-0.436204639351348,-0.184795873619572
-0.443687936097918,-0.197618304018529
-0.457238187602792,-0.191775440307443
-0.445942200893485,-0.179409487698161
-0.386462237577977,-0.157590606485509
-0.290171826463463,-0.149387642693814
-0.200241428515048,-0.148161136353716
-0.107585260823626,-0.115845076079163
-0.0654215647549892,-0.0788368045105244
-0.0799778335216092,-0.0627683334384515
-0.0818081630417634,-0.082932751456883
-0.0402511610011064,-0.0872844051546712
0.0167026335105489,-0.0809260528886658
0.0536510135873467,-0.0687061227537952
0.0773787595139824,-0.0613303011193512
0.0613830703879835,-0.0486857957680179
0.0296700237309778,-0.0278061544104957
0.00453035993190447,-0.0217847762248535
